"Original Lines" OPINIONLEXICON SENTISTRENGTH SOCAL HAPPINESSINDEX SANN EMOTICONSDS SENTIMENT140 STANFORD AFINN MPQA NRCHASHTAG EMOLEX EMOTICONS PANAST SASA SENTIWORDNET VADER UMIGON
"kkkkkaskjsaksakjk pai ja logo pra mim antes ''pena morreu aids bom pra cacete'' https t co ftoqtbsdpw " Positive Positive Positive Positive Positive Positive Negative Negative Neutral Positive Positive Positive Neutral Neutral Negative Positive Neutral Neutral
"adicionei vídeo playlist @youtube https t co xbotlmclse tereza bem vindo mundo aids daniel samuel " Positive Positive Positive Positive Neutral Positive Positive Negative Positive Positive Negative Neutral Neutral Neutral Neutral Positive Neutral Positive
"@gabs_floyd nunca gostei uns ainda disseram q q morrer cu cheio aids " Positive Negative Neutral Neutral Positive Positive Negative Negative Negative Negative Negative Negative Neutral Neutral Neutral Negative Negative Negative
"rt @drewjbvote @newclassicgirls @himvocal @projetoffans @bts_twt bicho parece rato aids ng fala nd fofa pare pr " Positive Neutral Positive Positive Neutral Positive Positive Negative Negative Neutral Negative Neutral Neutral Neutral Neutral Negative Neutral Neutral
"@newclassicgirls @himvocal @projetoffans @bts_twt bicho parece rato aids ng fala nd fofa pare https t co rotm4ohh5y " Positive Neutral Positive Positive Neutral Positive Negative Negative Negative Neutral Negative Neutral Neutral Neutral Neutral Negative Neutral Neutral
"nome fandom é aids todos dias pergunto alguem deixou acontecer " Neutral Neutral Neutral Positive Neutral Positive Negative Neutral Neutral Neutral Negative Neutral Neutral Neutral Negative Positive Neutral Neutral
"tossiu perto vó ta falando é aids " Neutral Neutral Neutral Neutral Neutral Positive Negative Neutral Neutral Neutral Negative Neutral Neutral Neutral Negative Neutral Neutral Negative
"@pedrohpereira aids ai mds brinca kokoro assim senhor pedro " Neutral Positive Neutral Neutral Neutral Positive Positive Neutral Neutral Neutral Positive Neutral Neutral Neutral Neutral Negative Neutral Neutral
"vivendo pior epidemia aids desde 1981 segundo ministério saúde https t co af2iyjxf8y " Negative Negative Positive Positive Negative Positive Negative Negative Negative Negative Negative Neutral Neutral Neutral Neutral Positive Negative Negative
"https t co oiamgn4lxp vai começar jantar gala @amfar fundação prol luta contra aids https t co ukvvoiyfue " Neutral Negative Neutral Positive Negative Positive Positive Negative Negative Neutral Positive Positive Neutral Neutral Positive Negative Neutral Neutral
"@liiraray kkkkkkkkkk daqui pouco aparece aids " Neutral Positive Negative Neutral Neutral Positive Negative Negative Neutral Negative Negative Neutral Neutral Neutral Neutral Negative Neutral Neutral
"@henryp57 acho aids eh nada comparado doença mental bom " Positive Neutral Negative Negative Positive Positive Negative Negative Positive Negative Negative Neutral Neutral Neutral Neutral Positive Neutral Positive
"@rodrigomf23 @ceia1904 vai apanhar aids " Neutral Neutral Neutral Neutral Neutral Positive Positive Neutral Neutral Neutral Negative Neutral Neutral Neutral Negative Positive Neutral Neutral
"rt @btsbrazil1 @knerwrbetter @troyenizers cantor chama aids " Neutral Neutral Neutral Neutral Neutral Positive Positive Negative Neutral Neutral Negative Negative Neutral Neutral Neutral Neutral Neutral Neutral
"rt @btsbrazil1 @knerwrbetter @troyenizers cantor chama aids " Neutral Neutral Neutral Neutral Neutral Positive Positive Negative Neutral Neutral Negative Negative Neutral Neutral Neutral Neutral Neutral Neutral
"rt @btsbrazil1 @knerwrbetter @troyenizers cantor chama aids " Neutral Neutral Neutral Neutral Neutral Positive Positive Negative Neutral Neutral Negative Negative Neutral Neutral Neutral Neutral Neutral Neutral
"rt @btsbrazil1 @knerwrbetter @troyenizers cantor chama aids " Neutral Neutral Neutral Neutral Neutral Positive Positive Negative Neutral Neutral Negative Negative Neutral Neutral Neutral Neutral Neutral Neutral
"@knerwrbetter @troyenizers cantor chama aids " Neutral Neutral Neutral Neutral Neutral Positive Positive Neutral Neutral Neutral Negative Negative Neutral Neutral Neutral Neutral Neutral Neutral
"onde disse é cristã vai tratar aids bicha https t co hk4qolrf07 " Neutral Negative Neutral Neutral Negative Positive Negative Negative Negative Neutral Negative Positive Neutral Neutral Neutral Neutral Negative Neutral
"usem sim epidemia aids tá pior nunca dinheiro https t co ikr8anv7gi " Negative Negative Negative Positive Positive Positive Negative Negative Negative Negative Negative Neutral Neutral Neutral Positive Negative Neutral Negative
"@arrowp bebes africanos podem morrer aids " Negative Positive Negative Neutral Neutral Positive Neutral Negative Negative Neutral Negative Negative Neutral Neutral Neutral Negative Negative Neutral
"@brancahg sinceramente parece pênis aids " Neutral Neutral Neutral Positive Positive Positive Negative Positive Neutral Neutral Negative Neutral Neutral Neutral Negative Positive Neutral Neutral
"aí gosto fascista intolerante é estuprada refugiado pega aids nunca saúde vai fazer texto facebook " Positive Negative Negative Positive Positive Positive Negative Negative Neutral Negative Negative Negative Neutral Neutral Positive Negative Negative Negative
"vivendo pior epidemia aids desde 1981 segundo ministério saúde https t co qic0xogrpg " Negative Negative Positive Positive Negative Positive Negative Negative Negative Negative Negative Neutral Neutral Neutral Neutral Positive Negative Negative
"sei deus existe inventou batata toda guerra aids bebês africanos perdoados " Neutral Negative Negative Positive Negative Positive Positive Negative Negative Neutral Negative Positive Neutral Neutral Neutral Positive Neutral Neutral
"@fagnerfsouza @joaoluisjr resumindo gt mulher linda gostosa deu mole pra passar aids gente q sab https t co shdgnlvuk3 " Positive Positive Positive Positive Neutral Positive Positive Negative Positive Positive Negative Positive Neutral Neutral Neutral Positive Positive Positive
"@andre3i13 manuh issu duença cuidado pra pega aids haushaushsuzhs ʖ " Neutral Positive Positive Neutral Neutral Positive Positive Negative Positive Neutral Negative Neutral Neutral Neutral Neutral Positive Neutral Neutral
"@joaoluisjr dentro rosa preta bilhete seguinte frase gt bem vindo mundo aids " Positive Positive Positive Positive Neutral Positive Positive Neutral Neutral Positive Positive Negative Neutral Neutral Neutral Positive Positive Positive
"@ruauch @verifqcini @wartablis @nandomorais3110 @misskrobel hauahauhauahauahau quero nada quero pegar aids " Neutral Neutral Neutral Neutral Positive Positive Negative Negative Positive Positive Negative Neutral Neutral Neutral Negative Positive Neutral Neutral
"puta merda querer furei agulha velha q sabia q existia peguei tétano aids " Positive Negative Positive Negative Negative Positive Negative Negative Negative Positive Negative Neutral Neutral Neutral Negative Negative Negative Negative
"@ghostwfacers @maybedeadzcat @miguelixoo aids " Neutral Neutral Neutral Neutral Neutral Positive Neutral Neutral Neutral Neutral Negative Neutral Neutral Neutral Neutral Neutral Neutral Neutral
"@lovindebby @maybedeadzcat @miguelixoo tava peguei td mundo aq vila velha ne ai to c aids ja sapinho ai esp https t co vlbgxmsnbq " Neutral Neutral Neutral Positive Neutral Positive Negative Negative Neutral Neutral Negative Neutral Neutral Neutral Neutral Negative Neutral Negative
"ativismocontra aids tb saiu https t co visi2v2gkg #estadao " Neutral Neutral Neutral Neutral Neutral Positive Negative Negative Neutral Neutral Positive Neutral Neutral Neutral Neutral Neutral Neutral Neutral
"@gabrielamalta17 @brunaamorzin aids " Neutral Neutral Neutral Neutral Neutral Positive Neutral Neutral Neutral Neutral Negative Neutral Neutral Neutral Neutral Neutral Neutral Neutral
"@peatart_ @brunaamorzin kkkkklll aparece filhos ai aids nao sabe pq " Neutral Positive Neutral Neutral Neutral Positive Negative Negative Neutral Neutral Negative Neutral Neutral Neutral Negative Negative Neutral Neutral
"rt @jadefarofeira 3 primeiros remédios contra aids leucemia herpes americana gertrude bell elion criou medicações suavizar sin " Negative Negative Negative Negative Positive Positive Negative Negative Neutral Positive Negative Negative Neutral Neutral Neutral Negative Neutral Neutral
"feriado aids festa finados festa " Negative Negative Negative Positive Negative Positive Neutral Negative Negative Neutral Positive Positive Neutral Neutral Negative Negative Neutral Negative
"@tatuadorlbs aí vai ficar poc magra careca aí ngm vai querer pensando q aids " Positive Neutral Negative Neutral Positive Positive Negative Negative Positive Positive Negative Neutral Neutral Neutral Neutral Negative Neutral Neutral
"rt @jadefarofeira aids leucemia herpes usando métodos inovadores pesquisa remédios matavam inibiam produção p " Positive Neutral Positive Neutral Positive Positive Negative Negative Positive Neutral Neutral Negative Neutral Neutral Neutral Negative Neutral Neutral
"rt @jadefarofeira 3 primeiros remédios contra aids leucemia herpes americana gertrude bell elion criou medicações suavizar sin " Negative Negative Negative Negative Positive Positive Negative Negative Neutral Positive Negative Negative Neutral Neutral Neutral Negative Neutral Neutral
"embuste tomara q aids estomago foda n dá vai ter jeito " Positive Negative Negative Positive Negative Positive Negative Neutral Negative Positive Positive Positive Neutral Neutral Neutral Positive Neutral Negative
"fama ego aids drogas amizade m documentário strike pose bailarinos turnê blond ambition é bri https t co tk95b3urib " Positive Neutral Positive Positive Positive Positive Negative Negative Neutral Positive Negative Positive Neutral Neutral Neutral Positive Positive Neutral
"vivendo pior epidemia aids desde 1981 segundo ministério saúde https t co s15yvsukfr " Negative Negative Positive Positive Negative Positive Negative Negative Negative Negative Negative Neutral Neutral Neutral Neutral Positive Negative Negative
"galera aids mental " Neutral Neutral Neutral Neutral Neutral Positive Positive Neutral Neutral Neutral Negative Neutral Neutral Neutral Neutral Positive Neutral Neutral
"vivendo pior epidemia aids desde 1981 segundo ministério saúde https t co cdttvu9tb2 " Negative Negative Positive Positive Negative Positive Negative Negative Negative Negative Negative Neutral Neutral Neutral Neutral Positive Negative Negative
"melhor contrair aids sair pessoa assim https t co dknmrfwplh " Positive Neutral Positive Positive Positive Positive Negative Neutral Positive Neutral Negative Neutral Neutral Neutral Positive Positive Positive Positive
"rt @rafa_filipe97 ahaha torre eiffel é resultado dose viagra https t co ergwitxz41 " Neutral Neutral Neutral Positive Neutral Positive Negative Negative Neutral Neutral Negative Positive Neutral Neutral Neutral Positive Neutral Positive
"ahaha torre eiffel é resultado dose viagra https t co ergwitxz41 " Neutral Neutral Neutral Positive Neutral Positive Neutral Negative Neutral Neutral Positive Positive Neutral Neutral Neutral Positive Neutral Positive
"viagra professional https t co xzbv4ucij7 " Neutral Neutral Positive Neutral Neutral Positive Neutral Neutral Neutral Neutral Positive Positive Neutral Neutral Positive Negative Neutral Neutral
"viagra 50 mg https t co 3u6hhxrfnp " Neutral Neutral Neutral Neutral Neutral Positive Negative Neutral Neutral Neutral Positive Neutral Neutral Neutral Neutral Neutral Neutral Neutral
"rt @ronaldrios obsessão @jdoriajr lula é normal acho nunca tomou viagra basta pensar lula pra ficar ere " Positive Negative Neutral Negative Positive Positive Negative Negative Neutral Neutral Negative Neutral Neutral Neutral Neutral Negative Neutral Neutral
"rt @252rck @92bmt viagra aqui é natural duro igual rocha " Negative Positive Positive Positive Neutral Positive Positive Negative Neutral Neutral Negative Positive Neutral Neutral Neutral Negative Neutral Negative
"cipla viagra https t co arhkbkbcw9 " Neutral Neutral Neutral Neutral Neutral Positive Negative Neutral Neutral Neutral Neutral Neutral Neutral Neutral Positive Neutral Neutral Neutral
"rt @ronaldrios obsessão @jdoriajr lula é normal acho nunca tomou viagra basta pensar lula pra ficar ere " Positive Negative Neutral Negative Positive Positive Negative Negative Neutral Neutral Negative Neutral Neutral Neutral Neutral Negative Neutral Neutral
"natural alternatives to viagra https t co 7qeq2pg0ee " Neutral Neutral Positive Positive Positive Positive Positive Neutral Positive Neutral Positive Neutral Neutral Neutral Neutral Negative Neutral Neutral
"rt @ronaldrios obsessão @jdoriajr lula é normal acho nunca tomou viagra basta pensar lula pra ficar ere " Positive Negative Neutral Negative Positive Positive Negative Negative Neutral Neutral Negative Neutral Neutral Neutral Neutral Negative Neutral Neutral
"rt @ronaldrios obsessão @jdoriajr lula é normal acho nunca tomou viagra basta pensar lula pra ficar ere " Positive Negative Neutral Negative Positive Positive Negative Negative Neutral Neutral Negative Neutral Neutral Neutral Neutral Negative Neutral Neutral
"rt @ronaldrios obsessão @jdoriajr lula é normal acho nunca tomou viagra basta pensar lula pra ficar ere " Positive Negative Neutral Negative Positive Positive Negative Negative Neutral Neutral Negative Neutral Neutral Neutral Neutral Negative Neutral Neutral
"real viagra https t co vxqrbof00e " Neutral Neutral Positive Neutral Positive Positive Neutral Neutral Neutral Neutral Negative Positive Neutral Neutral Positive Negative Neutral Neutral
"herbal viagra gnc https t co asr1khgw8w " Neutral Neutral Neutral Neutral Neutral Positive Neutral Neutral Neutral Neutral Positive Positive Neutral Neutral Positive Neutral Neutral Neutral
"viagra 100mg price https t co hxd59j5c9c " Neutral Neutral Neutral Neutral Neutral Positive Negative Neutral Neutral Neutral Neutral Neutral Neutral Neutral Positive Positive Neutral Neutral
"rt @swalter255 #imoldbutnot___old viagra " Neutral Neutral Negative Neutral Neutral Positive Positive Negative Neutral Neutral Positive Neutral Neutral Neutral Positive Positive Neutral Neutral
